subspecies,health,pollen_carrying,caste,file_path
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_602.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_616.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_548.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_574.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_212.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_206.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_560.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_207.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_561.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_575.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_213.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_617.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_603.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_373.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_415.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_401.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_367.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_429.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_398.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_388.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_363.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_411.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_377.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_439.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_607.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_613.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_571.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_565.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_559.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_558.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_570.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_612.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_438.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_410.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_376.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_362.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_404.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_389.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_374.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_412.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_406.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_360.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_348.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_610.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_604.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_599.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_572.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_573.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_567.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_598.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_605.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_611.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_407.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_361.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_375.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_413.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_393.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_387.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_378.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_436.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_350.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_422.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_608.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_620.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_595.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_542.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_556.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_557.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_543.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_594.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_621.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_609.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_345.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_423.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_437.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_351.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_379.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_386.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_392.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_384.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_390.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_409.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_421.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_347.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_353.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_435.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_623.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_596.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_582.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_569.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_555.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_541.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_540.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_554.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_568.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_583.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_597.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_622.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_434.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_420.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_408.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_391.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_385.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_381.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_395.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_424.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_430.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_418.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_626.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_593.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_587.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_550.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_544.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_578.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_579.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_545.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_551.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_586.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_592.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_627.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_419.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_431.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_425.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_433.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_427.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_625.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_619.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_584.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_590.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_547.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_553.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_552.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_546.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_591.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_585.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_618.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_624.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_630.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_496.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_482.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_469.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_509.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_521.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_535.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_534.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_520.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_508.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_536.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\005_537.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_063.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_249.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_275.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_513.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_261.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_329.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_467.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_473.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_315.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_498.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_103.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_117.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_102.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_499.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_472.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_314.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_300.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_466.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_328.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_506.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_260.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_274.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_512.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_248.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_089.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_062.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_076.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_048.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_060.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_074.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_538.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_504.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_510.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_289.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_458.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_470.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_464.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_302.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_101.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_115.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_129.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_303.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_317.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_471.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_288.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_511.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_277.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_263.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_505.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_539.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_075.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_061.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_049.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_071.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_059.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_501.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_267.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_273.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_515.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_529.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_298.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_475.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_313.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_307.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_461.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_449.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_111.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_105.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_138.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_104.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_110.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_448.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_306.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_474.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_299.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_528.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_500.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_266.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_058.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_070.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_064.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_072.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_066.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_516.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_270.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_502.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_258.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_462.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_304.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_310.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_338.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_489.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_106.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_113.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_107.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_488.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_339.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_477.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_463.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_265.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_503.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_517.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_271.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_098.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_067.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_073.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_028.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_014.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_558.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_570.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_216.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_202.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_564.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_438.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_404.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_376.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_389.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_148.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_160.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_174.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_175.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_161.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_388.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_377.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_411.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_405.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_363.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_439.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_203.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_565.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_571.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_217.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_559.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_001.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_015.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_003.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_229.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_567.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_201.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_215.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_573.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_349.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_413.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_375.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_361.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_407.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_177.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_163.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_188.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_189.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_162.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_360.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_406.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_412.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_374.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_348.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_214.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_572.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_200.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_228.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_016.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_002.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_006.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_204.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_562.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_210.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_238.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_370.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_416.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_402.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_364.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_358.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_172.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_199.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_173.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_359.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_403.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_365.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_371.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_417.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_239.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_205.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_563.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_013.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_007.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_011.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_005.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_039.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_207.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_549.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_367.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_401.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_429.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_398.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_165.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_171.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_159.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_158.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_170.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_164.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_428.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_414.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_372.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_366.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_560.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_206.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_212.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_038.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_004.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_010.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_009.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_035.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_551.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_237.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_223.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_545.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_419.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_343.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_357.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_380.png
Italian honey bee,"few varrao, hive beetles",False,worker,Data\bee_imgs\040_394.png
